epoch,bpm_out_loss,bpm_out_mae,cls_out_accuracy,cls_out_auc,cls_out_loss,cls_out_precision,cls_out_recall,learning_rate,loss,sqi_out_loss,sqi_out_mae,val_bpm_out_loss,val_bpm_out_mae,val_cls_out_accuracy,val_cls_out_auc,val_cls_out_loss,val_cls_out_precision,val_cls_out_recall,val_loss,val_sqi_out_loss,val_sqi_out_mae
31,0.06586432456970215,0.19455493986606598,0.9850552678108215,0.957097589969635,0.016905566677451134,0.9926952719688416,0.8869989514350891,0.0002500000118743628,0.04429345577955246,0.03815225511789322,0.12727832794189453,0.04824116826057434,0.1802687793970108,0.9170970916748047,0.9774073362350464,0.08790196478366852,0.9170970916748047,0.9170970916748047,0.10447525978088379,0.01019449532032013,0.07912265509366989
32,0.06617758423089981,0.1950191855430603,0.9852381944656372,0.9573687314987183,0.016735462471842766,0.9929208755493164,0.8864182233810425,0.0002500000118743628,0.044228509068489075,0.038219891488552094,0.12727788090705872,0.04909851774573326,0.180824875831604,0.8252996206283569,0.926895022392273,0.19918009638786316,0.8252996206283569,0.8252996206283569,0.21595454216003418,0.009658081457018852,0.07736316323280334
33,0.06579422205686569,0.19438086450099945,0.9853662252426147,0.9570072293281555,0.017125755548477173,0.9930550456047058,0.8863160014152527,0.0001250000059371814,0.04446883127093315,0.0380697101354599,0.12712667882442474,0.04779849201440811,0.17725981771945953,0.8939632773399353,0.9659922122955322,0.10872811079025269,0.8939632773399353,0.8939632773399353,0.12499099969863892,0.009267724119126797,0.07540743798017502
34,0.0656190887093544,0.19400016963481903,0.9858174324035645,0.9566366672515869,0.0162326879799366,0.9935916066169739,0.8862788677215576,0.0001250000059371814,0.04355219006538391,0.03817790746688843,0.12685416638851166,0.04806729778647423,0.1762080192565918,0.8884390592575073,0.9650229811668396,0.11667872220277786,0.8884390592575073,0.8884390592575073,0.13304810225963593,0.009485248476266861,0.0770406648516655
35,0.06563808023929596,0.1937340497970581,0.9859210848808289,0.9567297101020813,0.01601039245724678,0.9934391975402832,0.8874461054801941,0.0001250000059371814,0.04329342395067215,0.037954412400722504,0.12636511027812958,0.04825986549258232,0.1768239140510559,0.9217637777328491,0.9778076410293579,0.08945223689079285,0.9217637777328491,0.9217637777328491,0.10585551708936691,0.009308542124927044,0.07491573691368103
36,0.06535223126411438,0.19271431863307953,0.9857686161994934,0.9574443101882935,0.01601334474980831,0.9934086799621582,0.887322187423706,0.0001250000059371814,0.04316248744726181,0.03775247931480408,0.12604528665542603,0.04872104153037071,0.17892801761627197,0.9054105281829834,0.9740304946899414,0.10402378439903259,0.9054105281829834,0.9054105281829834,0.1208241879940033,0.010547601617872715,0.0777624249458313
37,0.06562841683626175,0.19353508949279785,0.9857198596000671,0.9567581415176392,0.01591034233570099,0.9936952590942383,0.8859520554542542,0.0001250000059371814,0.043251004070043564,0.038267504423856735,0.12701736390590668,0.0483974888920784,0.17763401567935944,0.9341284036636353,0.982181966304779,0.07780004292726517,0.9341284036636353,0.9341284036636353,0.09422048926353455,0.009248405694961548,0.07534254342317581
38,0.06520681083202362,0.19258853793144226,0.9859820604324341,0.9570033550262451,0.01622476615011692,0.9935001730918884,0.8870946764945984,0.0001250000059371814,0.043412335216999054,0.0381174273788929,0.12683334946632385,0.04947947338223457,0.17992110550403595,0.9111740589141846,0.9741325378417969,0.09845133870840073,0.9111740589141846,0.9111740589141846,0.11534818261861801,0.009994558058679104,0.07722312211990356
39,0.06550547480583191,0.19324991106987,0.9863173961639404,0.956836462020874,0.015789695084095,0.9940489530563354,0.8882084488868713,0.0001250000059371814,0.04304537549614906,0.038021836429834366,0.12682951986789703,0.04832102730870247,0.1763467788696289,0.8945814967155457,0.967692494392395,0.11685625463724136,0.8945814967155457,0.8945814967155457,0.13334254920482635,0.009742777794599533,0.07644889503717422
40,0.06495380401611328,0.19204692542552948,0.9863052368164062,0.955913245677948,0.01573656126856804,0.9938111305236816,0.8869473934173584,0.0001250000059371814,0.04279644414782524,0.03787144273519516,0.12636466324329376,0.048267997801303864,0.17703545093536377,0.9108350276947021,0.9722253680229187,0.10432885587215424,0.9108350276947021,0.9108350276947021,0.12057819217443466,0.008600746281445026,0.07385547459125519
41,0.06513738632202148,0.19240054488182068,0.9863783717155457,0.9572110176086426,0.015410441905260086,0.9937684535980225,0.8887858986854553,0.0001250000059371814,0.04254340007901192,0.03796544671058655,0.1262860894203186,0.04826736077666283,0.17852063477039337,0.9262908101081848,0.9807605147361755,0.08541867136955261,0.9262908101081848,0.9262908101081848,0.1019405946135521,0.0099162133410573,0.07654249668121338
42,0.06522176414728165,0.19277888536453247,0.986225962638855,0.957220196723938,0.015930749475955963,0.993878185749054,0.8874273896217346,0.0001250000059371814,0.0431554839015007,0.038299866020679474,0.12711606919765472,0.048485565930604935,0.17769575119018555,0.9106554985046387,0.9759868383407593,0.09765511751174927,0.9106554985046387,0.9106554985046387,0.11425244808197021,0.010043160058557987,0.0778651162981987
43,0.06530950218439102,0.19292783737182617,0.9865186214447021,0.9574065208435059,0.015307300724089146,0.9940184354782104,0.8884862065315247,0.0001250000059371814,0.04244821146130562,0.03776799142360687,0.1263781636953354,0.048846449702978134,0.17946064472198486,0.908082902431488,0.971285879611969,0.1100369244813919,0.908082902431488,0.908082902431488,0.12661948800086975,0.009332804940640926,0.0755559504032135
44,0.065541110932827,0.19340795278549194,0.986725926399231,0.9566923379898071,0.015420597046613693,0.9940001368522644,0.8879085183143616,0.0001250000059371814,0.04264586418867111,0.037803635001182556,0.12565159797668457,0.05027367174625397,0.18199217319488525,0.8936840891838074,0.9665371775627136,0.12981975078582764,0.8936840891838074,0.8936840891838074,0.14662186801433563,0.00838432740420103,0.07256874442100525
45,0.06483694165945053,0.1916695535182953,0.986774742603302,0.9562299847602844,0.015108492225408554,0.9942867159843445,0.8868120312690735,0.0001250000059371814,0.042141545563936234,0.037907909601926804,0.12638455629348755,0.04746858775615692,0.1751594990491867,0.8976128101348877,0.9691856503486633,0.10916706919670105,0.8976128101348877,0.8976128101348877,0.12547321617603302,0.010095858946442604,0.07805054634809494
46,0.06493890285491943,0.19230890274047852,0.9861588478088379,0.9564363956451416,0.01553093921393156,0.9938050508499146,0.8863776326179504,6.25000029685907e-05,0.042671721428632736,0.038314338773489,0.12759219110012054,0.047788266092538834,0.17604497075080872,0.9215044975280762,0.9763893485069275,0.0905618742108345,0.9215044975280762,0.9215044975280762,0.10705336183309555,0.010582787916064262,0.0800551325082779
47,0.06481349468231201,0.19154515862464905,0.9864576458930969,0.957037627696991,0.015358539298176765,0.9941220879554749,0.8878239989280701,6.25000029685907e-05,0.0423564612865448,0.037796735763549805,0.1258743703365326,0.047807615250349045,0.17518489062786102,0.9043934345245361,0.9679323434829712,0.12020234763622284,0.9043934345245361,0.9043934345245361,0.1364968866109848,0.009451698511838913,0.07723177969455719
48,0.06495605409145355,0.19156979024410248,0.9861588478088379,0.9573346376419067,0.015497047454118729,0.9937013983726501,0.8883092999458313,6.25000029685907e-05,0.04255300760269165,0.03785859793424606,0.1263277530670166,0.04850613698363304,0.17786042392253876,0.9073449969291687,0.9708518981933594,0.11148124933242798,0.9073449969291687,0.9073449969291687,0.12790372967720032,0.00926552340388298,0.07617973536252975
49,0.065196193754673,0.1920250803232193,0.9866710305213928,0.956235945224762,0.014923595823347569,0.9941160082817078,0.8862549066543579,6.25000029685907e-05,0.04202795773744583,0.03774339705705643,0.12617896497249603,0.0481700524687767,0.17573368549346924,0.9090999960899353,0.973723828792572,0.11179760843515396,0.9090999960899353,0.9090999960899353,0.1281656175851822,0.009389802813529968,0.07677590101957321
50,0.06456996500492096,0.1909233033657074,0.9868234992027283,0.956609308719635,0.015045134350657463,0.9939696788787842,0.8871806263923645,6.25000029685907e-05,0.04209543392062187,0.03841330483555794,0.1275249868631363,0.04877256229519844,0.17735370993614197,0.9090401530265808,0.9720446467399597,0.10986451804637909,0.9090401530265808,0.9090401530265808,0.1265956461429596,0.010115111246705055,0.07943758368492126
51,0.06525638699531555,0.19246292114257812,0.9871527552604675,0.9567650556564331,0.015022086910903454,0.9945306181907654,0.888213038444519,6.25000029685907e-05,0.042165983468294144,0.037843987345695496,0.12649880349636078,0.0486077181994915,0.1769937425851822,0.8958777785301208,0.9644373059272766,0.13623842597007751,0.8958777785301208,0.8958777785301208,0.15272681415081024,0.009162447415292263,0.07609998434782028
52,0.06503257900476456,0.19210736453533173,0.9871100783348083,0.9569792747497559,0.01481418963521719,0.994426965713501,0.8874632120132446,6.25000029685907e-05,0.04185396060347557,0.03764703869819641,0.12585458159446716,0.048413023352622986,0.17724385857582092,0.8875815272331238,0.9597545266151428,0.14125685393810272,0.8875815272331238,0.8875815272331238,0.15765027701854706,0.009179496206343174,0.07643283158540726
53,0.06469038128852844,0.19110934436321259,0.9870003461837769,0.9567681550979614,0.014788500964641571,0.994426965713501,0.8877192139625549,6.25000029685907e-05,0.04185659810900688,0.03831131383776665,0.1273060292005539,0.04820617288351059,0.17589342594146729,0.9133278727531433,0.9759436249732971,0.09762153774499893,0.9133278727531433,0.9133278727531433,0.11404262483119965,0.009455084800720215,0.07652878016233444
54,0.0644749104976654,0.19125579297542572,0.987274706363678,0.9574819207191467,0.014617166481912136,0.9945062398910522,0.8886752128601074,3.125000148429535e-05,0.04158305376768112,0.03812035173177719,0.1272592395544052,0.04783879593014717,0.1754101663827896,0.91705721616745,0.9747332334518433,0.10053058713674545,0.91705721616745,0.91705721616745,0.1167750209569931,0.009127137251198292,0.07662690430879593
55,0.06459761410951614,0.19090549647808075,0.9870612621307373,0.9562282562255859,0.014467515051364899,0.994426965713501,0.8870818614959717,3.125000148429535e-05,0.04144027829170227,0.038025084882974625,0.12724441289901733,0.04702352359890938,0.1730961948633194,0.9102168083190918,0.9735305309295654,0.1072683036327362,0.9102168083190918,0.9102168083190918,0.12329930812120438,0.009244919754564762,0.0770503431558609
56,0.06444277614355087,0.19100461900234222,0.9868052005767822,0.9564327001571655,0.01467082742601633,0.9944879412651062,0.8871410489082336,3.125000148429535e-05,0.041665781289339066,0.03831561282277107,0.12790827453136444,0.047517016530036926,0.1734664887189865,0.9131683111190796,0.9745756983757019,0.10332882404327393,0.9131683111190796,0.9131683111190796,0.11943861097097397,0.008927070535719395,0.07668755203485489
57,0.06458546966314316,0.1909964680671692,0.9871283769607544,0.9566565752029419,0.014655133709311485,0.9943965077400208,0.8880062103271484,3.125000148429535e-05,0.04167467728257179,0.038221243768930435,0.12744013965129852,0.04780576750636101,0.1747799664735794,0.9228007793426514,0.9785508513450623,0.0899081602692604,0.9228007793426514,0.9228007793426514,0.10604874044656754,0.008675184100866318,0.07570046186447144
