epoch,bpm_out_loss,bpm_out_mae,cls_out_accuracy,cls_out_auc,cls_out_loss,cls_out_precision,cls_out_recall,learning_rate,loss,sqi_out_loss,sqi_out_mae,val_bpm_out_loss,val_bpm_out_mae,val_cls_out_accuracy,val_cls_out_auc,val_cls_out_loss,val_cls_out_precision,val_cls_out_recall,val_loss,val_sqi_out_loss,val_sqi_out_mae
0,0.11618217080831528,0.2981763780117035,0.8702470660209656,0.9083031415939331,0.12599854171276093,0.9085022211074829,0.8113724589347839,9.999999747378752e-05,0.1730099469423294,0.060813888907432556,0.18251757323741913,0.10128069669008255,0.2727656960487366,0.9010629653930664,0.9452280402183533,0.12788157165050507,0.9010629653930664,0.9010629653930664,0.16400842368602753,0.02853713184595108,0.11642942577600479
