epoch,loss,sliced_auc,val_auc,val_loss,val_sliced_auc
0,0.311678022146225,0.8618181347846985,0.6035727941176471,0.46678420901298523,0.5461429953575134
1,0.2129228562116623,0.9383112192153931,0.731332475490196,0.5275036692619324,0.6106046438217163
2,0.18763282895088196,0.9567500948905945,0.7874186274509803,0.36499395966529846,0.7624953389167786
3,0.17326422035694122,0.9678386449813843,0.7838553921568627,0.35265225172042847,0.7834423780441284
4,0.16277852654457092,0.9740831851959229,0.7711752450980393,0.3814893364906311,0.770145058631897
5,0.15671327710151672,0.9781333208084106,0.7915698529411765,0.3664012849330902,0.7918517589569092
6,0.1500106304883957,0.9832522869110107,0.7825311274509805,0.3840327262878418,0.7821426391601562
7,0.14529070258140564,0.9857097864151001,0.7806524509803922,0.39296388626098633,0.7797199487686157
8,0.14027844369411469,0.9890642166137695,0.7860704656862745,0.3792899250984192,0.7850083708763123
9,0.1364969164133072,0.9908100366592407,0.7712607843137255,0.3956407904624939,0.7725825309753418
10,0.13377617299556732,0.9926673769950867,0.7756988970588234,0.3906664550304413,0.7675087451934814
11,0.13086210191249847,0.9940884113311768,0.7621047794117646,0.4067341983318329,0.7631301283836365
12,0.12842097878456116,0.9948717355728149,0.7770191176470589,0.3947714865207672,0.7697925567626953
13,0.12722954154014587,0.995818555355072,0.7514529411764707,0.42349568009376526,0.7529163360595703
14,0.12503476440906525,0.9966212511062622,0.7694384803921569,0.40948984026908875,0.7686781883239746
15,0.12352968007326126,0.9968925714492798,0.7806877450980393,0.3902103006839752,0.7791650891304016
16,0.12272995710372925,0.9972938895225525,0.7535041666666666,0.417240172624588,0.7539336681365967
17,0.12072210758924484,0.9982401728630066,0.7634875,0.4250738024711609,0.7621463537216187
18,0.12008357793092728,0.9981353282928467,0.767126225490196,0.40359076857566833,0.7643750905990601
19,0.1190403625369072,0.9983876943588257,0.7623093137254902,0.4240269064903259,0.7618272304534912
20,0.11870890855789185,0.9983015656471252,0.7724992647058825,0.40983596444129944,0.7714784741401672
21,0.11895675957202911,0.9983825087547302,0.7692963235294117,0.4093298614025116,0.761447012424469
22,0.11683951318264008,0.9988676309585571,0.7679100490196078,0.40329521894454956,0.7654759287834167
23,0.11640741676092148,0.9990032911300659,0.7662419117647059,0.4120837450027466,0.7633968591690063
24,0.11608785390853882,0.9988760948181152,0.7816605392156863,0.40488874912261963,0.7816336154937744
25,0.11551533639431,0.999267578125,0.7718446078431372,0.4176297187805176,0.7716994285583496
