epoch,loss,sliced_auc,val_auc,val_loss,val_sliced_auc
0,0.4042765498161316,0.87283855676651,0.5557376225490196,0.6337283253669739,0.5220946669578552
1,0.27429723739624023,0.9445475339889526,0.6155904411764705,0.7277891039848328,0.5526042580604553
2,0.22708089649677277,0.9665291905403137,0.6973517156862745,0.7412434816360474,0.6363391280174255
3,0.20008055865764618,0.9769695401191711,0.6663078431372549,0.7845760583877563,0.6633574962615967
4,0.18109136819839478,0.9834290146827698,0.6774700980392157,0.792142927646637,0.6771488189697266
5,0.16301506757736206,0.9885412454605103,0.6768343137254902,0.799823522567749,0.6845911145210266
6,0.14905597269535065,0.9924584031105042,0.6734963235294118,0.8326756358146667,0.6852322816848755
7,0.13948822021484375,0.9943494200706482,0.6766892156862745,0.8593656420707703,0.6903154253959656
8,0.13254772126674652,0.9956071972846985,0.6761525735294118,0.8646084070205688,0.6735840439796448
9,0.1240629330277443,0.9971040487289429,0.6700307598039216,0.8718392252922058,0.6849372386932373
10,0.1195942610502243,0.9979455471038818,0.691289950980392,0.8440394401550293,0.6987376809120178
11,0.11602222174406052,0.9984354972839355,0.7019187499999999,0.8195608854293823,0.7056165933609009
12,0.11053009331226349,0.9990987777709961,0.6858376225490197,0.8835002779960632,0.6830153465270996
13,0.10785374045372009,0.9995636343955994,0.6976194852941177,0.8605870604515076,0.7013558149337769
14,0.10496733337640762,0.9995887279510498,0.6938990196078433,0.8872831463813782,0.7009680867195129
15,0.10348085314035416,0.9997829794883728,0.7029941176470589,0.8604980707168579,0.71186363697052
16,0.10182035714387894,0.9998750686645508,0.6998718137254901,0.8353397846221924,0.6988162398338318
17,0.10095126181840897,0.9999246001243591,0.7163299019607843,0.8561217188835144,0.7207970023155212
18,0.10078348219394684,0.9998829364776611,0.700333455882353,0.8941524624824524,0.7082293033599854
19,0.09897854924201965,0.9999297261238098,0.7157240196078432,0.8395171761512756,0.7200909852981567
20,0.09968183934688568,0.9997928738594055,0.7184579656862744,0.804612934589386,0.7279005646705627
21,0.10129207372665405,0.9997150897979736,0.7509948529411765,0.7468500733375549,0.7544718384742737
22,0.10131906718015671,0.999695897102356,0.699785294117647,0.8779421448707581,0.7023701667785645
23,0.10084591060876846,0.9996479153633118,0.7127188725490196,0.8219680786132812,0.7181928753852844
24,0.09737225621938705,0.9998967051506042,0.7243164215686275,0.7914016246795654,0.7337433695793152
25,0.09536439925432205,0.9999721646308899,0.7039950980392157,0.8609240651130676,0.7051892280578613
26,0.0942431390285492,0.999995231628418,0.7047941176470589,0.8466895818710327,0.711632490158081
27,0.0936443954706192,0.9999945759773254,0.726263112745098,0.8052828311920166,0.7204731702804565
28,0.09299096465110779,0.9999964833259583,0.7368379901960784,0.7754219770431519,0.7405748963356018
29,0.09303369373083115,0.9999964833259583,0.7039079656862746,0.803432047367096,0.7155311107635498
30,0.09287391602993011,0.9999933838844299,0.7342287990196078,0.77068692445755,0.737550675868988
31,0.09146619588136673,1.0,0.7297698529411765,0.776195228099823,0.7320606112480164
32,0.09040217846632004,0.9999998807907104,0.7278882352941176,0.7852939963340759,0.7331436276435852
33,0.09418745338916779,0.9998815655708313,0.7000411764705882,0.852118194103241,0.7073766589164734
34,0.09383871406316757,0.9999619126319885,0.7168338235294118,0.844727098941803,0.7039246559143066
35,0.09319481998682022,0.9999904632568359,0.7155874999999999,0.8285800814628601,0.7195709943771362
36,0.09293583780527115,0.9999772906303406,0.7143045343137255,0.8107812404632568,0.7140472531318665
37,0.09110791981220245,0.9999958872795105,0.728048774509804,0.7947981357574463,0.7291996479034424
38,0.09112225472927094,0.9999990463256836,0.7214943627450982,0.8075708746910095,0.7253416776657104
39,0.09030517190694809,0.9999997019767761,0.7174620098039216,0.8172078132629395,0.7194666266441345
40,0.08996576815843582,0.9999998807907104,0.7043437499999999,0.8614246845245361,0.7009778022766113
41,0.0895332619547844,0.9999999403953552,0.7133015931372548,0.8588446974754333,0.7088189721107483
