epoch,loss,sliced_auc,val_auc,val_loss,val_sliced_auc
0,0.421867311000824,0.8599638938903809,0.5507742647058824,0.6055663228034973,0.5281566381454468
1,0.2869873344898224,0.9378457069396973,0.6432156862745099,0.6077470779418945,0.5802313685417175
2,0.24302437901496887,0.9591578841209412,0.7549073529411764,0.5551270246505737,0.7248771786689758
3,0.20852138102054596,0.9734704494476318,0.7577818627450981,0.5761265754699707,0.7587612867355347
4,0.1891305148601532,0.9799606204032898,0.7466100490196079,0.6286100149154663,0.7485659718513489
5,0.17350560426712036,0.9853261113166809,0.7395720588235295,0.6608749032020569,0.7412051558494568
6,0.16036096215248108,0.989495038986206,0.7436226715686274,0.6590239405632019,0.7462212443351746
7,0.14921393990516663,0.992395281791687,0.7232002450980392,0.7685204148292542,0.7197280526161194
8,0.1386159509420395,0.9946938157081604,0.7472747549019608,0.6921527981758118,0.7463362216949463
9,0.1309587061405182,0.9963566660881042,0.7359242647058823,0.7391847968101501,0.7337613701820374
10,0.12765727937221527,0.9969875812530518,0.7350757352941176,0.7505842447280884,0.735657811164856
11,0.12111247330904007,0.9980000257492065,0.7468394607843137,0.7279969453811646,0.7440400719642639
12,0.11765654385089874,0.9983384013175964,0.754521568627451,0.7341614365577698,0.7548730969429016
13,0.11327831447124481,0.998881995677948,0.7527256127450981,0.7115013599395752,0.7504345774650574
14,0.11101148277521133,0.9991299510002136,0.7534193627450979,0.6932022571563721,0.7514981627464294
15,0.10612892359495163,0.9996192455291748,0.7344620098039215,0.8000450730323792,0.7289804220199585
16,0.10449030995368958,0.9996981620788574,0.7565716911764706,0.7366961240768433,0.7560282349586487
17,0.10710444301366806,0.9995167851448059,0.7485394607843138,0.7570702433586121,0.7428006529808044
18,0.10629560053348541,0.9994259476661682,0.7338286764705882,0.7706516981124878,0.7348199486732483
19,0.10344702005386353,0.9997969269752502,0.7524708333333333,0.7647727727890015,0.7462887763977051
20,0.10318679362535477,0.9996732473373413,0.7417433823529411,0.7551278471946716,0.7421019673347473
21,0.10120657086372375,0.9998752474784851,0.741486274509804,0.7810817360877991,0.7418679594993591
22,0.09943893551826477,0.9999046325683594,0.7564980392156863,0.7261967658996582,0.7500479221343994
23,0.0983128473162651,0.9999082684516907,0.7506071078431373,0.7552657723426819,0.7451673150062561
