epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.9782086610794067,0.9973219037055969,0.0005000000237487257,0.01740548014640808,0.9782086610794067,0.9782086610794067,0.46369606256484985,0.48440611362457275,0.7113980650901794,0.46369606256484985,0.46369606256484985
1,0.9878212809562683,0.9988654851913452,0.0005000000237487257,0.010946283116936684,0.9878212809562683,0.9878212809562683,0.5475033521652222,0.5887271761894226,0.7042286396026611,0.5475033521652222,0.5475033521652222
2,0.9906952977180481,0.9993039965629578,0.0005000000237487257,0.00856644008308649,0.9906952977180481,0.9906952977180481,0.49484601616859436,0.4799678325653076,1.1566463708877563,0.49484601616859436,0.49484601616859436
3,0.9921571612358093,0.9994761943817139,0.0005000000237487257,0.007387406192719936,0.9921571612358093,0.9921571612358093,0.5956658720970154,0.6360074877738953,0.6702870726585388,0.5956658720970154,0.5956658720970154
4,0.9933500289916992,0.9995903372764587,0.0005000000237487257,0.006545644719153643,0.9933500289916992,0.9933500289916992,0.49016284942626953,0.49912258982658386,0.9493874311447144,0.49016284942626953,0.49016284942626953
5,0.9939503073692322,0.9996939897537231,0.0005000000237487257,0.005791276227682829,0.9939503073692322,0.9939503073692322,0.4471668601036072,0.449580579996109,0.9761880040168762,0.4471668601036072,0.4471668601036072
6,0.9947807788848877,0.9997429847717285,0.0005000000237487257,0.005164250265806913,0.9947807788848877,0.9947807788848877,0.554955005645752,0.5545307397842407,0.9632662534713745,0.554955005645752,0.554955005645752
7,0.9950451850891113,0.9997791051864624,0.0005000000237487257,0.004873988218605518,0.9950451850891113,0.9950451850891113,0.5652755498886108,0.6019271016120911,0.7756578326225281,0.5652755498886108,0.5652755498886108
8,0.9956781268119812,0.9998106360435486,0.0005000000237487257,0.004392800386995077,0.9956781268119812,0.9956781268119812,0.5875864624977112,0.5857475996017456,0.860080361366272,0.5875864624977112,0.5875864624977112
9,0.9958741068840027,0.9998329281806946,0.0005000000237487257,0.004097698722034693,0.9958741068840027,0.9958741068840027,0.580787718296051,0.6074894666671753,0.8761025071144104,0.580787718296051,0.580787718296051
10,0.9961166977882385,0.9998558759689331,0.0005000000237487257,0.00383978383615613,0.9961166977882385,0.9961166977882385,0.5432847142219543,0.5533099174499512,1.0595046281814575,0.5432847142219543,0.5432847142219543
11,0.9963592886924744,0.9998775720596313,0.0005000000237487257,0.0036467525642365217,0.9963592886924744,0.9963592886924744,0.5207164287567139,0.510713517665863,1.131850004196167,0.5207164287567139,0.5207164287567139
12,0.9971586465835571,0.9999093413352966,0.0002500000118743628,0.002889033639803529,0.9971586465835571,0.9971586465835571,0.5416964888572693,0.559232234954834,1.0943952798843384,0.5416964888572693,0.5416964888572693
13,0.9974666237831116,0.9999430775642395,0.0002500000118743628,0.002490783343091607,0.9974666237831116,0.9974666237831116,0.614291787147522,0.6243915557861328,1.0285780429840088,0.614291787147522,0.614291787147522
14,0.9977465271949768,0.9999484419822693,0.0002500000118743628,0.002271858975291252,0.9977465271949768,0.9977465271949768,0.5539380311965942,0.5546455979347229,1.3109766244888306,0.5539380311965942,0.5539380311965942
15,0.9978818297386169,0.9999529123306274,0.0002500000118743628,0.002153160283342004,0.9978818297386169,0.9978818297386169,0.5762803554534912,0.5871282815933228,1.1447142362594604,0.5762803554534912,0.5762803554534912
16,0.9979315996170044,0.9999631643295288,0.0002500000118743628,0.0019967625848948956,0.9979315996170044,0.9979315996170044,0.6028475761413574,0.6279601454734802,0.9727421402931213,0.6028475761413574,0.6028475761413574
17,0.9980731010437012,0.99996018409729,0.0002500000118743628,0.0018832110799849033,0.9980731010437012,0.9980731010437012,0.5843032598495483,0.5951536893844604,1.3039119243621826,0.5843032598495483,0.5843032598495483
18,0.9982255101203918,0.9999710321426392,0.0002500000118743628,0.0017868692521005869,0.9982255101203918,0.9982255101203918,0.6384044885635376,0.6687345504760742,0.9294975996017456,0.6384044885635376,0.6384044885635376
19,0.9982488751411438,0.999967634677887,0.0002500000118743628,0.0017004456603899598,0.9982488751411438,0.9982488751411438,0.6260248422622681,0.642041802406311,1.103381633758545,0.6260248422622681,0.6260248422622681
20,0.9985567927360535,0.9999818205833435,0.0001250000059371814,0.0013866637600585818,0.9985567927360535,0.9985567927360535,0.6636031270027161,0.699864387512207,1.0047423839569092,0.6636031270027161,0.6636031270027161
21,0.9987558722496033,0.9999822378158569,0.0001250000059371814,0.0012012817896902561,0.9987558722496033,0.9987558722496033,0.6506522297859192,0.683153510093689,1.0693721771240234,0.6506522297859192,0.6506522297859192
22,0.9988880157470703,0.9999886751174927,0.0001250000059371814,0.0010995749616995454,0.9988880157470703,0.9988880157470703,0.6634461879730225,0.704853892326355,1.0431715250015259,0.6634461879730225,0.6634461879730225
23,0.9989455938339233,0.999989926815033,0.0001250000059371814,0.0010020218323916197,0.9989455938339233,0.9989455938339233,0.5973420143127441,0.6176598072052002,1.532351016998291,0.5973420143127441,0.5973420143127441
24,0.9990155696868896,0.9999904632568359,0.0001250000059371814,0.0009765215218067169,0.9990155696868896,0.9990155696868896,0.6079262495040894,0.6228660941123962,1.5455679893493652,0.6079262495040894,0.6079262495040894
25,0.9990124702453613,0.9999887943267822,0.0001250000059371814,0.0009719458175823092,0.9990124702453613,0.9990124702453613,0.6314989924430847,0.6641845703125,1.338491678237915,0.6314989924430847,0.6314989924430847
26,0.9990544319152832,0.9999945163726807,0.0001250000059371814,0.000884730601683259,0.9990544319152832,0.9990544319152832,0.6337463855743408,0.6635881066322327,1.347546935081482,0.6337463855743408,0.6337463855743408
27,0.9990637898445129,0.9999920129776001,0.0001250000059371814,0.0009179288754239678,0.9990637898445129,0.9990637898445129,0.6432948112487793,0.6805084943771362,1.2783364057540894,0.6432948112487793,0.6432948112487793
28,0.9992441534996033,0.999993085861206,6.25000029685907e-05,0.0007188610616140068,0.9992441534996033,0.9992441534996033,0.6309277415275574,0.6696194410324097,1.449543833732605,0.6309277415275574,0.6309277415275574
29,0.9993670582771301,0.9999959468841553,6.25000029685907e-05,0.0006253779865801334,0.9993670582771301,0.9993670582771301,0.6315868496894836,0.6666381359100342,1.4956624507904053,0.6315868496894836,0.6315868496894836
30,0.9993934631347656,0.9999959468841553,6.25000029685907e-05,0.0006032128003425896,0.9993934631347656,0.9993934631347656,0.6424410343170166,0.6764858961105347,1.4553636312484741,0.6424410343170166,0.6424410343170166
31,0.9994354844093323,0.9999960660934448,6.25000029685907e-05,0.0005695213912986219,0.9994354844093323,0.9994354844093323,0.6560322642326355,0.692048192024231,1.4592247009277344,0.6560322642326355,0.6560322642326355
32,0.9994789958000183,0.9999979734420776,6.25000029685907e-05,0.0005288367974571884,0.9994789958000183,0.9994789958000183,0.6356422901153564,0.6736214756965637,1.5286784172058105,0.6356422901153564,0.6356422901153564
33,0.9994292259216309,0.9999963641166687,6.25000029685907e-05,0.0005376914050430059,0.9994292259216309,0.9994292259216309,0.6334262490272522,0.6715309023857117,1.5724232196807861,0.6334262490272522,0.6334262490272522
34,0.9994572401046753,0.999993622303009,6.25000029685907e-05,0.0005211543175391853,0.9994572401046753,0.9994572401046753,0.6828317642211914,0.7244789600372314,1.3493143320083618,0.6828317642211914,0.6828317642211914
35,0.9995474219322205,0.9999986290931702,6.25000029685907e-05,0.00044379138853400946,0.9995474219322205,0.9995474219322205,0.6133689880371094,0.6364869475364685,1.9834011793136597,0.6133689880371094,0.6133689880371094
36,0.9995536804199219,0.9999985098838806,3.125000148429535e-05,0.0004533686733338982,0.9995536804199219,0.9995536804199219,0.6424221992492676,0.6802679300308228,1.6868879795074463,0.6424221992492676,0.6424221992492676
37,0.9996329545974731,0.9999973773956299,3.125000148429535e-05,0.0003644817916210741,0.9996329545974731,0.9996329545974731,0.6329805254936218,0.6688342690467834,1.788434386253357,0.6329805254936218,0.6329805254936218
38,0.9996019005775452,0.9999971985816956,3.125000148429535e-05,0.00040089531103149056,0.9996019005775452,0.9996019005775452,0.6579030156135559,0.6971136331558228,1.632863163948059,0.6579030156135559,0.6579030156135559
39,0.9996500611305237,0.999997615814209,3.125000148429535e-05,0.00033440551487728953,0.9996500611305237,0.9996500611305237,0.6459314227104187,0.6860924959182739,1.7085036039352417,0.6459314227104187,0.6459314227104187
40,0.9996703267097473,0.9999977350234985,3.125000148429535e-05,0.0003294778580311686,0.9996703267097473,0.9996703267097473,0.6361507773399353,0.6714769601821899,1.7652305364608765,0.6361507773399353,0.6361507773399353
41,0.9996749758720398,0.999994695186615,3.125000148429535e-05,0.0003194727178197354,0.9996749758720398,0.9996749758720398,0.6455672979354858,0.6843103170394897,1.7572414875030518,0.6455672979354858,0.6455672979354858
42,0.9996920824050903,0.9999992847442627,3.125000148429535e-05,0.0003097692097071558,0.9996920824050903,0.9996920824050903,0.6326038837432861,0.6699115037918091,1.8707576990127563,0.6326038837432861,0.6326038837432861
43,0.9997216463088989,0.9999979138374329,3.125000148429535e-05,0.00029286803328432143,0.9997216463088989,0.9997216463088989,0.6459251642227173,0.6865366697311401,1.7391371726989746,0.6459251642227173,0.6459251642227173
