epoch,loss,val_auc,val_loss,val_valid_auc
0,1.737876296043396,0.41077879901960784,3.040476083755493,0.49908
1,0.9869051575660706,0.716290931372549,5.001008033752441,0.9974500000000001
2,0.7456976175308228,0.768452818627451,2.669266939163208,1.0
3,0.6042860150337219,0.7707263480392157,2.0959157943725586,1.0
4,0.52567458152771,0.7809462009803922,1.9675365686416626,1.0
5,0.4498470425605774,0.7554841911764707,2.1983752250671387,1.0
6,0.40572354197502136,0.763528431372549,2.412616014480591,1.0
7,0.37169671058654785,0.7721533088235294,2.342170238494873,1.0
8,0.3498116135597229,0.7684248774509805,2.298327922821045,1.0
9,0.3253230154514313,0.7527736519607843,2.431433916091919,1.0
10,0.28991928696632385,0.7677144607843137,2.4648821353912354,1.0
11,0.27012667059898376,0.7611780637254901,3.1568033695220947,1.0
12,0.2676680088043213,0.7661067401960784,2.8731093406677246,1.0
13,0.25360924005508423,0.7628083333333333,2.768784761428833,1.0
14,0.23840667307376862,0.7579844362745098,2.777183771133423,1.0
15,0.2295372039079666,0.7687212009803922,2.4622304439544678,1.0
16,0.22858139872550964,0.7370628676470589,3.0259833335876465,1.0
17,0.2248949408531189,0.7488511029411764,2.6623644828796387,1.0
18,0.2050163447856903,0.77081875,2.6019930839538574,1.0
19,0.19660145044326782,0.7712003676470588,2.4017436504364014,1.0
20,0.1967105269432068,0.7492633578431374,2.994316577911377,1.0
21,0.19039008021354675,0.765914093137255,2.533257484436035,0.99999
22,0.1813991367816925,0.734088112745098,2.816301107406616,1.0
23,0.1863950490951538,0.7589942401960784,3.3020572662353516,1.0
24,0.17873144149780273,0.7502954656862745,2.7502925395965576,1.0
