epoch,auc,learning_rate,loss,val_auc,val_loss
0,0.9790640473365784,0.009999999776482582,0.1739727407693863,0.8547751903533936,0.5537775158882141
1,0.9867272973060608,0.009999999776482582,0.15829096734523773,0.8526018261909485,0.5451545715332031
2,0.9896587133407593,0.009999999776482582,0.15281343460083008,0.8298776745796204,0.5654277205467224
3,0.9913207292556763,0.009999999776482582,0.14947523176670074,0.8075497150421143,0.583892822265625
4,0.9923514723777771,0.009999999776482582,0.14716677367687225,0.8737667798995972,0.49943235516548157
5,0.9932367205619812,0.009999999776482582,0.1451515257358551,0.820448637008667,0.5622108578681946
6,0.9939029812812805,0.009999999776482582,0.14369764924049377,0.8540630340576172,0.5371631383895874
7,0.9940578937530518,0.009999999776482582,0.14308595657348633,0.8160884976387024,0.58693528175354
8,0.9944489002227783,0.009999999776482582,0.14231574535369873,0.8611555099487305,0.5051637291908264
9,0.9947786331176758,0.009999999776482582,0.1415129154920578,0.7096275091171265,0.7077948451042175
10,0.9949828386306763,0.009999999776482582,0.14101353287696838,0.810487687587738,0.6111581921577454
11,0.9951401948928833,0.009999999776482582,0.14058229327201843,0.7850980162620544,0.6338455080986023
12,0.9952981472015381,0.009999999776482582,0.14022648334503174,0.7513736486434937,0.6773799657821655
13,0.995543360710144,0.004999999888241291,0.13990040123462677,0.8438720703125,0.5551953315734863
14,0.9957484602928162,0.004999999888241291,0.13940373063087463,0.8363204002380371,0.5537697076797485
15,0.9958625435829163,0.004999999888241291,0.1392265111207962,0.842997670173645,0.5380273461341858
16,0.9959417581558228,0.004999999888241291,0.13894791901111603,0.7909045219421387,0.6318152546882629
17,0.9960751533508301,0.004999999888241291,0.13873523473739624,0.8742454051971436,0.4969694912433624
18,0.9961045384407043,0.004999999888241291,0.13855871558189392,0.8504208922386169,0.5236358046531677
19,0.9961903095245361,0.004999999888241291,0.13838070631027222,0.8408327102661133,0.5527936220169067
20,0.9962279200553894,0.004999999888241291,0.13830488920211792,0.8857553601264954,0.4727736711502075
21,0.9962706565856934,0.004999999888241291,0.13811448216438293,0.8887901902198792,0.44618818163871765
22,0.9962940812110901,0.004999999888241291,0.1379885971546173,0.8917425870895386,0.4523962438106537
23,0.9963777661323547,0.004999999888241291,0.13788293302059174,0.809371292591095,0.5935354232788086
24,0.996407151222229,0.004999999888241291,0.1378128081560135,0.852407693862915,0.530914306640625
25,0.9964123368263245,0.004999999888241291,0.1377808004617691,0.7170947194099426,0.7232290506362915
26,0.9964801073074341,0.004999999888241291,0.1375809758901596,0.8840945363044739,0.4655781388282776
27,0.996501624584198,0.004999999888241291,0.13755878806114197,0.809877336025238,0.6112272143363953
28,0.9965410828590393,0.004999999888241291,0.13744410872459412,0.7866228818893433,0.6396857500076294
29,0.9965403079986572,0.004999999888241291,0.13729070127010345,0.8135530948638916,0.5913903713226318
30,0.9966503381729126,0.0024999999441206455,0.13733139634132385,0.7995962500572205,0.6083622574806213
31,0.9967057704925537,0.0024999999441206455,0.13701635599136353,0.7885329723358154,0.6223945021629333
32,0.9967747330665588,0.0024999999441206455,0.1369502693414688,0.8112348914146423,0.5972024202346802
33,0.9967919588088989,0.0024999999441206455,0.13689249753952026,0.8114917874336243,0.5917583703994751
34,0.9968104958534241,0.0024999999441206455,0.13683894276618958,0.8831319212913513,0.4794258177280426
35,0.9968639016151428,0.0024999999441206455,0.13667453825473785,0.8320271968841553,0.5708938837051392
36,0.9968764781951904,0.0024999999441206455,0.13665325939655304,0.7983813881874084,0.615772008895874
