epoch,loss,val_auc,val_loss,val_valid_auc
0,0.5633339881896973,0.4044080882352941,0.8867425322532654,0.34059
1,0.31568148732185364,0.7609723039215686,0.7456594109535217,1.0
2,0.2391934096813202,0.7476819852941176,0.7290065288543701,1.0
3,0.19661404192447662,0.725785906862745,0.849263072013855,1.0
4,0.16422951221466064,0.741689093137255,0.8367757201194763,1.0
5,0.1363503485918045,0.7310785539215686,0.9492571353912354,1.0
6,0.11253967881202698,0.727795343137255,1.0764579772949219,1.0
7,0.08997104316949844,0.7275511029411763,1.2407047748565674,0.99998
8,0.07726624608039856,0.7232383578431372,1.4445418119430542,1.0
9,0.06988783925771713,0.6843895833333333,1.487377643585205,1.0
10,0.05576329305768013,0.6977638480392155,1.8197956085205078,1.0
11,0.054179467260837555,0.6829174019607843,1.7187622785568237,1.0
12,0.045895565301179886,0.7046305147058824,1.7252424955368042,1.0
13,0.040334898978471756,0.6959580882352941,2.0014145374298096,1.0
14,0.03333766758441925,0.6964531862745097,1.9891048669815063,1.0
15,0.027497636154294014,0.6941714460784314,2.0921742916107178,1.0
16,0.029165277257561684,0.7111685049019607,1.8991645574569702,1.0
17,0.02507716231048107,0.7094802696078432,2.1422386169433594,1.0
18,0.02235913649201393,0.7057534313725491,2.208761692047119,1.0
19,0.02465413510799408,0.7145408088235294,2.023333787918091,0.99998
20,0.023482026532292366,0.7112530637254901,2.117339849472046,1.0
21,0.014150668866932392,0.7042218137254902,2.28810977935791,1.0
