epoch,loss,val_auc,val_loss,val_valid_auc
0,1.0083285570144653,0.5974329656862745,2.6187338829040527,0.64809
1,0.5737244486808777,0.6608601715686274,3.3084137439727783,0.99978
2,0.4339500367641449,0.723348406862745,1.6250725984573364,1.0
3,0.3615323603153229,0.7173664215686274,1.1793491840362549,1.0
4,0.3394950330257416,0.7212655637254901,1.179776668548584,1.0
