epoch,auc,learning_rate,loss,val_auc,val_loss
0,0.9036259651184082,0.009999999776482582,0.1574459969997406,0.9358325004577637,0.2538001537322998
1,0.9077609181404114,0.009999999776482582,0.14330729842185974,0.943053662776947,0.2700536847114563
2,0.9093915820121765,0.009999999776482582,0.1393231898546219,0.9521610140800476,0.19974851608276367
3,0.9104615449905396,0.009999999776482582,0.1371556967496872,0.9426795840263367,0.22285732626914978
4,0.9113094210624695,0.009999999776482582,0.13563308119773865,0.9522554278373718,0.2089659571647644
5,0.9120269417762756,0.009999999776482582,0.13391703367233276,0.9601417183876038,0.21183769404888153
6,0.9124674797058105,0.009999999776482582,0.132939413189888,0.9548815488815308,0.19636978209018707
7,0.9131088852882385,0.009999999776482582,0.13227687776088715,0.9531480669975281,0.20000946521759033
8,0.9133362174034119,0.009999999776482582,0.1318836212158203,0.9546703696250916,0.18758954107761383
9,0.9137588739395142,0.009999999776482582,0.13136190176010132,0.9442881345748901,0.23368342220783234
10,0.9140429496765137,0.009999999776482582,0.13041278719902039,0.9648844003677368,0.1624189168214798
11,0.914241373538971,0.009999999776482582,0.12988588213920593,0.9562353491783142,0.20055988430976868
12,0.914447546005249,0.009999999776482582,0.12967759370803833,0.9430590271949768,0.21740034222602844
13,0.9148018956184387,0.009999999776482582,0.12920734286308289,0.9536916613578796,0.1916487067937851
14,0.9148000478744507,0.009999999776482582,0.12885034084320068,0.9519482254981995,0.1909766048192978
15,0.9150528907775879,0.009999999776482582,0.12890706956386566,0.9573222994804382,0.17385201156139374
16,0.9152505993843079,0.009999999776482582,0.12844307720661163,0.9570891857147217,0.1820596307516098
17,0.9153339862823486,0.009999999776482582,0.12831534445285797,0.9555715322494507,0.17476998269557953
18,0.9154930114746094,0.009999999776482582,0.12809553742408752,0.9611539840698242,0.16171860694885254
19,0.9156528115272522,0.009999999776482582,0.12796257436275482,0.9439932107925415,0.2207682579755783
20,0.915654182434082,0.009999999776482582,0.1278190016746521,0.9652630686759949,0.1523248255252838
21,0.9158695936203003,0.009999999776482582,0.12763099372386932,0.96213299036026,0.15751777589321136
22,0.9159327149391174,0.009999999776482582,0.12765541672706604,0.9591371417045593,0.15588460862636566
23,0.9158876538276672,0.009999999776482582,0.12754182517528534,0.9564797282218933,0.17839933931827545
24,0.9160179495811462,0.009999999776482582,0.12740032374858856,0.9606656432151794,0.1580919772386551
25,0.9160642623901367,0.009999999776482582,0.12721088528633118,0.9587239623069763,0.1658238023519516
26,0.9161074757575989,0.009999999776482582,0.1270538717508316,0.9588646292686462,0.17992495000362396
27,0.9161216616630554,0.009999999776482582,0.12706881761550903,0.9459180235862732,0.21740679442882538
28,0.9162567853927612,0.009999999776482582,0.1269044429063797,0.9540290236473083,0.19131170213222504
29,0.9162344336509705,0.004999999888241291,0.12682639062404633,0.962792158126831,0.15942367911338806
30,0.9163841009140015,0.004999999888241291,0.12665270268917084,0.961772620677948,0.1609184443950653
31,0.9163917899131775,0.004999999888241291,0.12662135064601898,0.9588400721549988,0.1785954087972641
32,0.9165115356445312,0.004999999888241291,0.1264534592628479,0.9520283937454224,0.18189853429794312
33,0.9166547060012817,0.004999999888241291,0.12641644477844238,0.9563998579978943,0.17790305614471436
34,0.9166027307510376,0.004999999888241291,0.1263275444507599,0.9542245864868164,0.1918150782585144
35,0.9166346192359924,0.004999999888241291,0.1263590008020401,0.9495159983634949,0.1957808881998062
