epoch,loss,val_auc,val_loss,val_valid_auc
0,0.5671947598457336,0.5273975490196079,1.0338369607925415,0.29812
1,0.3173567056655884,0.6655133578431374,0.9966161847114563,0.59748
2,0.24149775505065918,0.688930024509804,0.893402636051178,0.99999
3,0.1929573118686676,0.6786267156862744,0.9814905524253845,1.0
4,0.14969207346439362,0.6497786764705882,1.2321523427963257,1.0
5,0.12400150299072266,0.6577410539215686,1.4388066530227661,1.0
6,0.09920567274093628,0.6701517156862744,1.492842435836792,1.0
7,0.08012258261442184,0.6426705882352941,1.7727807760238647,1.0
8,0.06707020103931427,0.6772291666666667,1.7712913751602173,1.0
9,0.05348970368504524,0.7058074754901961,1.794157862663269,1.0
10,0.05227242782711983,0.7062421568627452,1.6826025247573853,1.0
11,0.04259006306529045,0.6823077205882353,1.9325745105743408,1.0
12,0.03345970809459686,0.6685926470588235,2.2701430320739746,1.0
13,0.036670345813035965,0.701210906862745,1.992944598197937,1.0
14,0.035369426012039185,0.738202818627451,1.7145791053771973,1.0
15,0.03365636244416237,0.7206779411764705,1.8202476501464844,1.0
16,0.019998745992779732,0.7107302696078431,2.0195200443267822,1.0
17,0.022653397172689438,0.6834460784313725,2.1959099769592285,1.0
18,0.02434878796339035,0.7446140931372549,1.9144258499145508,1.0
19,0.015788761898875237,0.7018507352941177,2.3139090538024902,1.0
20,0.014278098940849304,0.7476365196078432,2.4031834602355957,1.0
21,0.008585500530898571,0.7558308823529412,1.9507038593292236,1.0
22,0.011322103440761566,0.6832117647058824,2.8693642616271973,1.0
23,0.01804601401090622,0.7495139705882352,2.0556986331939697,1.0
24,0.01821480318903923,0.7275531862745098,2.125704288482666,1.0
25,0.01530332863330841,0.7532783088235294,1.8461425304412842,1.0
26,0.00933030154556036,0.7430966911764706,2.283463954925537,1.0
27,0.006051701493561268,0.7356776960784313,2.5664780139923096,1.0
28,0.0041784243658185005,0.763488112745098,2.335543155670166,1.0
29,0.005954768043011427,0.7540591911764706,2.448773145675659,1.0
30,0.00756822107359767,0.7034883578431372,2.9380295276641846,1.0
31,0.009802846238017082,0.7076725490196079,2.6491353511810303,1.0
32,0.008469060063362122,0.7542428921568627,2.2508127689361572,1.0
33,0.0033900451380759478,0.7289457107843137,2.589695692062378,1.0
34,0.001835272996686399,0.7506859068627452,2.5482542514801025,1.0
35,0.0009309676242992282,0.7463410539215686,2.6901214122772217,1.0
36,0.0006061297026462853,0.7434781862745099,2.775576591491699,1.0
37,0.000541151559446007,0.7444238970588235,2.7967164516448975,1.0
38,0.0004043647786602378,0.7436942401960785,2.8475396633148193,1.0
39,0.0004785365017596632,0.7463439950980392,2.8616487979888916,1.0
40,0.0002888125891331583,0.7444742647058824,2.923281192779541,1.0
41,0.0002685391518753022,0.7443634803921568,2.972806215286255,1.0
42,0.00032616258249618113,0.7426138480392157,3.0050430297851562,1.0
43,0.00025363737950101495,0.740656862745098,3.0681378841400146,1.0
44,0.00024771204334683716,0.7334843137254902,3.1181023120880127,1.0
45,0.00019884493667632341,0.7396975490196078,3.120265007019043,1.0
46,0.00018440077838022262,0.7414202205882353,3.1744627952575684,1.0
47,0.00024253404990304261,0.7339317401960784,3.2566373348236084,1.0
48,0.00015897925186436623,0.7331727941176471,3.261143207550049,1.0
