epoch,auc,learning_rate,loss,val_auc,val_loss
0,0.9463982582092285,0.009999999776482582,0.1799887865781784,0.9410681128501892,0.3193993866443634
1,0.9541284441947937,0.009999999776482582,0.16641628742218018,0.887904167175293,0.4559122622013092
2,0.9573574066162109,0.009999999776482582,0.1626894325017929,0.889935314655304,0.4519388675689697
3,0.9593831300735474,0.009999999776482582,0.16003060340881348,0.9150401949882507,0.39284878969192505
4,0.9608991742134094,0.009999999776482582,0.15801389515399933,0.8917867541313171,0.4457619786262512
5,0.9621661901473999,0.009999999776482582,0.15681369602680206,0.9116517305374146,0.38139164447784424
6,0.9632295370101929,0.009999999776482582,0.15583115816116333,0.9137124419212341,0.38808757066726685
7,0.9639357924461365,0.009999999776482582,0.15484574437141418,0.889045000076294,0.4424373507499695
8,0.9645964503288269,0.009999999776482582,0.15413403511047363,0.9263390898704529,0.3369918167591095
9,0.9647714495658875,0.004999999888241291,0.1538960188627243,0.9165520668029785,0.376218318939209
10,0.9651417136192322,0.004999999888241291,0.15346722304821014,0.9193060994148254,0.3723164200782776
11,0.9655563831329346,0.004999999888241291,0.15298894047737122,0.9212671518325806,0.3643023669719696
12,0.9657818078994751,0.004999999888241291,0.15278981626033783,0.9335188269615173,0.31636443734169006
13,0.9660788178443909,0.004999999888241291,0.15242235362529755,0.9273731708526611,0.35876208543777466
14,0.9662539958953857,0.004999999888241291,0.15232928097248077,0.9196590781211853,0.3677951693534851
15,0.9664764404296875,0.004999999888241291,0.15205013751983643,0.9062613844871521,0.39849913120269775
16,0.9666626453399658,0.004999999888241291,0.1518392413854599,0.9003615379333496,0.4356161952018738
17,0.9668055176734924,0.004999999888241291,0.1517498642206192,0.9058378338813782,0.3943304717540741
18,0.9669780731201172,0.004999999888241291,0.1515773981809616,0.9310857057571411,0.31445983052253723
19,0.967128336429596,0.004999999888241291,0.1513684093952179,0.9229621887207031,0.3439091145992279
20,0.967174232006073,0.004999999888241291,0.15129101276397705,0.9217497706413269,0.37585020065307617
21,0.9673760533332825,0.004999999888241291,0.15105779469013214,0.9327434301376343,0.3162250518798828
22,0.9673914313316345,0.004999999888241291,0.1510288119316101,0.9368234276771545,0.3382815718650818
23,0.9674907922744751,0.004999999888241291,0.15079693496227264,0.9147729277610779,0.3951774835586548
24,0.9676417112350464,0.004999999888241291,0.15070661902427673,0.932612419128418,0.34446215629577637
25,0.9676381945610046,0.004999999888241291,0.1506005823612213,0.9245644807815552,0.3543555736541748
26,0.9677169322967529,0.004999999888241291,0.1505614072084427,0.9264596700668335,0.3624715209007263
27,0.9676300883293152,0.0024999999441206455,0.1507226973772049,0.9229128360748291,0.36682626605033875
28,0.9677484631538391,0.0024999999441206455,0.15038317441940308,0.9265072345733643,0.36342087388038635
29,0.9678488373756409,0.0024999999441206455,0.15036143362522125,0.9288370013237,0.3484072685241699
30,0.967898964881897,0.0024999999441206455,0.1502377986907959,0.931183397769928,0.34661969542503357
31,0.9678738713264465,0.0024999999441206455,0.15031515061855316,0.9226881861686707,0.38057494163513184
32,0.9679809808731079,0.0024999999441206455,0.15014556050300598,0.9400888085365295,0.30431708693504333
33,0.9681016802787781,0.0024999999441206455,0.15001460909843445,0.9295716881752014,0.3491763770580292
34,0.9681103825569153,0.0024999999441206455,0.1500265896320343,0.9369574785232544,0.32583436369895935
35,0.9680913686752319,0.0024999999441206455,0.14994041621685028,0.9412087798118591,0.2899205684661865
36,0.9681985974311829,0.0024999999441206455,0.14986105263233185,0.9260031580924988,0.3572750687599182
37,0.968269944190979,0.0024999999441206455,0.14969466626644135,0.9290404915809631,0.34907031059265137
38,0.9682375192642212,0.0024999999441206455,0.14977285265922546,0.9286977648735046,0.36268413066864014
39,0.9682538509368896,0.0024999999441206455,0.14977732300758362,0.9244598150253296,0.35633307695388794
40,0.9682458639144897,0.0024999999441206455,0.1495922952890396,0.9320486187934875,0.33642297983169556
41,0.9682761430740356,0.0024999999441206455,0.14944852888584137,0.927675724029541,0.3501947224140167
42,0.9683576822280884,0.0024999999441206455,0.14911912381649017,0.9278793334960938,0.345386803150177
43,0.9683011770248413,0.0024999999441206455,0.1492370069026947,0.9320886731147766,0.3373054265975952
44,0.9680942296981812,0.0012499999720603228,0.14930939674377441,0.9289568662643433,0.34649956226348877
45,0.9681856036186218,0.0012499999720603228,0.1492195725440979,0.9365512132644653,0.3329647481441498
46,0.9682998061180115,0.0012499999720603228,0.14923781156539917,0.9349402785301208,0.32592320442199707
47,0.968285083770752,0.0012499999720603228,0.1491464078426361,0.9381980299949646,0.3167726397514343
48,0.96833336353302,0.0012499999720603228,0.1491284966468811,0.9321490526199341,0.3383452594280243
49,0.968323290348053,0.0012499999720603228,0.1490863710641861,0.922694981098175,0.3724484145641327
50,0.9684330821037292,0.0012499999720603228,0.14894437789916992,0.9326557517051697,0.3331545293331146
