epoch,loss,val_auc,val_loss,val_valid_auc
0,1.0565389394760132,0.3394665441176471,1.875597357749939,0.77387
1,0.5971632599830627,0.7439816176470588,2.1073412895202637,1.0
2,0.4545777142047882,0.7629062500000001,1.3034460544586182,1.0
3,0.3786637485027313,0.7642726715686275,1.12491774559021,1.0
4,0.3071071207523346,0.7622656862745097,1.2083889245986938,1.0
5,0.26411232352256775,0.759244362745098,1.516749620437622,1.0
6,0.21891018748283386,0.7638524509803921,1.4941856861114502,1.0
7,0.19612477719783783,0.7887404411764706,2.0961222648620605,1.0
8,0.16448763012886047,0.77834375,1.7309476137161255,1.0
9,0.14534924924373627,0.7721813725490195,1.702260971069336,1.0
10,0.1356460452079773,0.7308400735294117,1.9943739175796509,1.0
11,0.12172859162092209,0.7485495098039217,2.2201077938079834,1.0
12,0.10826665908098221,0.7417063725490196,1.942984938621521,1.0
13,0.09617119282484055,0.7522176470588235,2.7116963863372803,1.0
14,0.09293793141841888,0.7342749999999999,2.2815372943878174,1.0
15,0.08626009523868561,0.7278542892156863,2.383615732192993,1.0
16,0.07923410087823868,0.7177327205882352,2.3144187927246094,1.0
17,0.0774172767996788,0.7345530637254902,2.1732630729675293,1.0
18,0.07321470230817795,0.754824387254902,2.136833667755127,1.0
19,0.07189401984214783,0.7317975490196078,2.157588481903076,1.0
20,0.06959465146064758,0.7246383578431372,2.191577196121216,0.99997
21,0.0664391815662384,0.7426830882352942,2.0747909545898438,1.0
22,0.06298287957906723,0.7374439950980392,2.1611385345458984,1.0
23,0.06189708039164543,0.7477002450980392,1.9603760242462158,0.99999
24,0.060602884739637375,0.7389272058823529,2.03218674659729,1.0
25,0.05700797960162163,0.7240104166666668,2.3885488510131836,1.0
26,0.061704300343990326,0.7319632352941177,2.3796284198760986,1.0
27,0.057665180414915085,0.7399926470588234,2.233873128890991,1.0
