epoch,accuracy,loss,val_accuracy,val_auc,val_loss
0,0.7864355444908142,0.45460912585258484,0.5049505233764648,0.6245254901960784,0.6942867040634155
1,0.8751262426376343,0.30287227034568787,0.5294554233551025,0.7611481617647058,0.6723238825798035
2,0.9057556390762329,0.23457123339176178,0.6824257373809814,0.7826526960784314,0.6082473993301392
3,0.9281386733055115,0.1835835576057434,0.7079207897186279,0.7912167892156863,0.7198029160499573
4,0.9419387578964233,0.14645569026470184,0.6925742626190186,0.7649761029411766,0.852694571018219
5,0.9562436938285828,0.11560915410518646,0.695049524307251,0.7551370098039215,1.0140049457550049
6,0.9713901281356812,0.08136230707168579,0.698019802570343,0.7687735294117646,1.1235902309417725
7,0.9744194149971008,0.07061988115310669,0.7004950642585754,0.7800981617647058,1.2529476881027222
8,0.9796364903450012,0.05876913666725159,0.6853960156440735,0.7389948529411765,1.4328010082244873
9,0.9870414137840271,0.04389629140496254,0.6849009990692139,0.772490931372549,1.4008362293243408
10,0.9890609383583069,0.0334792397916317,0.6814356446266174,0.7290356617647058,1.7931240797042847
11,0.990912139415741,0.02823670022189617,0.7061881422996521,0.7883033088235295,1.4895340204238892
12,0.9863682389259338,0.03968951478600502,0.7012376189231873,0.7839045343137255,1.446013331413269
13,0.9910804629325867,0.025461088865995407,0.6943069100379944,0.7629604166666668,1.6802623271942139
14,0.9883877635002136,0.03015775792300701,0.676980197429657,0.7368230392156863,1.9596145153045654
15,0.9883877635002136,0.03130561113357544,0.6903465390205383,0.7655234068627451,1.5616627931594849
16,0.9954560995101929,0.01402802299708128,0.6849009990692139,0.7593633578431372,1.7739838361740112
17,0.9968024492263794,0.009988480247557163,0.7084158658981323,0.7842845588235294,1.7310277223587036
18,0.9941097497940063,0.01579349674284458,0.6982673406600952,0.7724034313725491,1.7886759042739868
19,0.99074387550354,0.024618571624159813,0.6915841698646545,0.7634225490196078,1.8701457977294922
20,0.9968024492263794,0.009762062691152096,0.6794554591178894,0.7577523284313725,1.970445156097412
21,0.997307300567627,0.009997316636145115,0.6787128448486328,0.7656428921568628,1.9935555458068848
22,0.9978122115135193,0.0070332977920770645,0.6985148787498474,0.7441460784313726,2.3835318088531494
23,0.994446337223053,0.016328608617186546,0.696039617061615,0.7786577205882352,1.8529223203659058
