epoch,auc,learning_rate,loss,val_auc,val_loss
0,0.9537144899368286,0.009999999776482582,0.16646867990493774,0.9370772242546082,0.3063356876373291
1,0.9610095620155334,0.009999999776482582,0.1548190712928772,0.9206493496894836,0.3686303198337555
2,0.9652245044708252,0.009999999776482582,0.1504838615655899,0.9132400751113892,0.38414955139160156
3,0.9674360156059265,0.009999999776482582,0.14793391525745392,0.9429223537445068,0.32123640179634094
4,0.9689989686012268,0.009999999776482582,0.14604537189006805,0.8956842422485352,0.4400295615196228
5,0.969961404800415,0.009999999776482582,0.14461560547351837,0.9334508776664734,0.337973952293396
6,0.9706169366836548,0.009999999776482582,0.14363619685173035,0.9464172124862671,0.2890577018260956
7,0.9711706638336182,0.009999999776482582,0.14275655150413513,0.9367722272872925,0.3083168566226959
8,0.971611499786377,0.009999999776482582,0.1422022581100464,0.9288639426231384,0.35846203565597534
9,0.9720464944839478,0.009999999776482582,0.14143115282058716,0.9243022203445435,0.3424188196659088
10,0.972191572189331,0.009999999776482582,0.14121632277965546,0.9098823666572571,0.3854875862598419
11,0.9725126028060913,0.009999999776482582,0.1407875418663025,0.9249945878982544,0.3560531437397003
12,0.9726839661598206,0.009999999776482582,0.14040400087833405,0.9229279160499573,0.356768399477005
13,0.9728675484657288,0.009999999776482582,0.13997112214565277,0.9330998063087463,0.3262959420681
14,0.9730444550514221,0.009999999776482582,0.13971321284770966,0.9333191514015198,0.34448060393333435
15,0.9729945063591003,0.004999999888241291,0.1396501213312149,0.9242734909057617,0.34433457255363464
16,0.9731650948524475,0.004999999888241291,0.13936302065849304,0.9057492613792419,0.3924924433231354
17,0.9733016490936279,0.004999999888241291,0.1390610635280609,0.9370235204696655,0.30732595920562744
18,0.9733951687812805,0.004999999888241291,0.1388363242149353,0.9044191837310791,0.3924710154533386
19,0.9734859466552734,0.004999999888241291,0.13872691988945007,0.9298314452171326,0.32208701968193054
20,0.9735540151596069,0.004999999888241291,0.1385089010000229,0.91274094581604,0.38667190074920654
21,0.9736088514328003,0.004999999888241291,0.13844911754131317,0.9257997870445251,0.33132627606391907
