tag,format,split,theta,policy,gt_gap_beats,alert_cooldown_beats,global_auc,beat_precision,beat_recall,beat_far,beat_f1,alert_rate,event_precision,event_recall,event_f1,false_alarm_blocks,fp_per_record,fp_per_1000_beats,median_latency_beats
exp7c_int8_tflite,tflite_int8,validation,0.5,5-of-5,5,5,0.804657,0.034539,0.002349,0.009495,0.004399,0.008592,0.192308,0.012541,0.023547,84,3.111111,1.187044,6.0
exp7c_int8_tflite,tflite_int8,validation,0.55,1-of-1,5,5,0.804657,0.546561,0.346644,0.041586,0.42423,0.080125,0.80302,0.565677,0.66377,287,10.62963,4.055735,0.0
exp7c_int8_tflite,tflite_int8,validation,0.55,1-of-3,5,5,0.804657,0.259884,0.391163,0.161086,0.312288,0.190153,0.81858,0.575578,0.675901,207,7.666667,2.925216,0.0
exp7c_int8_tflite,tflite_int8,validation,0.55,1-of-5,5,5,0.804657,0.225238,0.455817,0.226724,0.301495,0.255667,0.8274,0.582838,0.683913,160,5.925926,2.261037,0.0
exp7c_int8_tflite,tflite_int8,validation,0.55,1-of-7,5,5,0.804657,0.207183,0.493624,0.273146,0.291865,0.301001,0.82987,0.587459,0.687934,131,4.851852,1.851224,0.0
exp7c_int8_tflite,tflite_int8,validation,0.55,2-of-3,5,5,0.804657,0.262466,0.087136,0.035407,0.130836,0.041942,0.674487,0.19802,0.306156,222,8.222222,3.137188,2.0
exp7c_int8_tflite,tflite_int8,validation,0.55,2-of-4,5,5,0.804657,0.267586,0.149776,0.059281,0.192054,0.070714,0.742667,0.237624,0.360047,193,7.148148,2.727376,2.0
exp7c_int8_tflite,tflite_int8,validation,0.55,3-of-5,5,5,0.804657,0.185135,0.045973,0.02926,0.073656,0.031372,0.661017,0.126733,0.212688,140,5.185185,1.978407,4.0
exp7c_int8_tflite,tflite_int8,validation,0.55,4-of-7,5,5,0.804657,0.12343,0.02528,0.025961,0.041965,0.025875,0.566802,0.070627,0.125603,107,3.962963,1.512068,6.0
exp7c_int8_tflite,tflite_int8,validation,0.55,5-of-5,5,5,0.804657,0.017007,0.000559,0.004675,0.001083,0.004155,0.193548,0.0033,0.00649,25,0.925926,0.353287,13.0
exp7c_int8_tflite,tflite_int8,validation,0.6,1-of-1,5,5,0.804657,0.585533,0.258054,0.026414,0.35823,0.055678,0.783576,0.481848,0.59674,282,10.444444,3.985077,0.0
exp7c_int8_tflite,tflite_int8,validation,0.6,1-of-3,5,5,0.804657,0.26909,0.295638,0.11612,0.28174,0.138799,0.806851,0.489109,0.609028,203,7.518519,2.86869,0.0
exp7c_int8_tflite,tflite_int8,validation,0.6,1-of-5,5,5,0.804657,0.22827,0.350447,0.171325,0.276462,0.193955,0.834664,0.49901,0.624599,145,5.37037,2.049064,0.0
exp7c_int8_tflite,tflite_int8,validation,0.6,1-of-7,5,5,0.804657,0.208953,0.386353,0.211504,0.271221,0.233593,0.84,0.506271,0.631771,120,4.444444,1.695778,0.0
exp7c_int8_tflite,tflite_int8,validation,0.6,2-of-3,5,5,0.804657,0.315821,0.059843,0.018747,0.100621,0.023939,0.659134,0.155776,0.251996,181,6.703704,2.557798,2.0
exp7c_int8_tflite,tflite_int8,validation,0.6,2-of-4,5,5,0.804657,0.288417,0.097204,0.034679,0.145403,0.042578,0.72402,0.190099,0.301133,162,6.0,2.2893,2.0
exp7c_int8_tflite,tflite_int8,validation,0.6,3-of-5,5,5,0.804657,0.205556,0.024832,0.013878,0.044311,0.015262,0.632727,0.081188,0.14391,101,3.740741,1.427279,4.0
exp7c_int8_tflite,tflite_int8,validation,0.6,4-of-7,5,5,0.804657,0.101673,0.008837,0.01129,0.01626,0.01098,0.519685,0.032343,0.060897,61,2.259259,0.86202,9.0
exp7c_int8_tflite,tflite_int8,validation,0.6,5-of-5,5,5,0.804657,0.0,0.0,0.002717,0.0,0.002374,0.0,0.0,0.0,20,0.740741,0.28263,
exp7c_int8_tflite,tflite_int8,validation,0.65,1-of-1,5,5,0.804657,0.632613,0.180089,0.015124,0.280366,0.035965,0.770126,0.384158,0.512613,237,8.777778,3.349161,0.0
exp7c_int8_tflite,tflite_int8,validation,0.65,1-of-3,5,5,0.804657,0.281307,0.20604,0.076119,0.237862,0.092533,0.794725,0.391419,0.524507,179,6.62963,2.529535,0.0
exp7c_int8_tflite,tflite_int8,validation,0.65,1-of-5,5,5,0.804657,0.232147,0.243624,0.116524,0.237747,0.132582,0.807087,0.39604,0.531346,147,5.444444,2.077327,0.0
exp7c_int8_tflite,tflite_int8,validation,0.65,1-of-7,5,5,0.804657,0.212394,0.274497,0.147192,0.239485,0.163275,0.828313,0.4033,0.542474,114,4.222222,1.610989,0.0
exp7c_int8_tflite,tflite_int8,validation,0.65,2-of-3,5,5,0.804657,0.405782,0.042394,0.008977,0.076767,0.013199,0.719355,0.10099,0.177115,87,3.222222,1.229439,2.0
exp7c_int8_tflite,tflite_int8,validation,0.65,2-of-4,5,5,0.804657,0.331389,0.063535,0.018536,0.106627,0.024221,0.752809,0.126073,0.215976,88,3.259259,1.24357,2.0
exp7c_int8_tflite,tflite_int8,validation,0.65,3-of-5,5,5,0.804657,0.268376,0.017562,0.006923,0.032966,0.008267,0.765101,0.051485,0.096478,35,1.296296,0.494602,4.0
exp7c_int8_tflite,tflite_int8,validation,0.65,4-of-7,5,5,0.804657,0.123007,0.00604,0.006227,0.011515,0.006204,0.714286,0.021782,0.042275,18,0.666667,0.254367,12.0
exp7c_int8_tflite,tflite_int8,validation,0.65,5-of-5,5,5,0.804657,0.0,0.0,0.001165,0.0,0.001017,0.0,0.0,0.0,15,0.555556,0.211972,
exp7c_int8_tflite,tflite_int8,test,0.35,1-of-1,5,5,0.889437,0.199853,0.964514,0.470603,0.3311,0.524257,0.486641,0.997957,0.654247,538,23.391304,10.369485,0.0
exp7c_int8_tflite,tflite_int8,test,0.35,1-of-3,5,5,0.889437,0.142864,0.993258,0.726231,0.249799,0.755238,0.518106,0.997957,0.682092,346,15.043478,6.668851,0.0
exp7c_int8_tflite,tflite_int8,test,0.35,1-of-5,5,5,0.889437,0.12933,0.998403,0.819123,0.228996,0.838598,0.551724,0.997957,0.710594,221,9.608696,4.259584,0.0
exp7c_int8_tflite,tflite_int8,test,0.35,1-of-7,5,5,0.889437,0.122656,0.999113,0.870932,0.218489,0.884856,0.570652,0.998979,0.726374,158,6.869565,3.045313,0.0
exp7c_int8_tflite,tflite_int8,test,0.35,2-of-3,5,5,0.889437,0.148622,0.697303,0.486799,0.24502,0.509666,0.414946,0.596527,0.489438,595,25.869565,11.468111,0.0
exp7c_int8_tflite,tflite_int8,test,0.35,2-of-4,5,5,0.889437,0.151627,0.831796,0.567172,0.256497,0.595918,0.415049,0.6476,0.505878,482,20.956522,9.290134,0.0
exp7c_int8_tflite,tflite_int8,test,0.35,3-of-5,5,5,0.889437,0.14576,0.675834,0.482691,0.239801,0.503672,0.434673,0.512768,0.470502,450,19.565217,8.673361,0.0
exp7c_int8_tflite,tflite_int8,test,0.35,4-of-7,5,5,0.889437,0.146408,0.67406,0.478928,0.240565,0.500125,0.448916,0.473953,0.461095,356,15.478261,6.861592,0.0
exp7c_int8_tflite,tflite_int8,test,0.35,5-of-5,5,5,0.889437,0.137746,0.310149,0.236599,0.190767,0.244589,0.3696,0.21859,0.27471,394,17.130435,7.59401,0.0
exp7c_int8_tflite,tflite_int8,test,0.4,1-of-1,5,5,0.889437,0.278326,0.926189,0.292668,0.428027,0.361486,0.537302,0.991828,0.697013,614,26.695652,11.83432,0.0
exp7c_int8_tflite,tflite_int8,test,0.4,1-of-3,5,5,0.889437,0.181286,0.978353,0.538457,0.305891,0.586242,0.544252,0.993871,0.703346,448,19.478261,8.634813,0.0
exp7c_int8_tflite,tflite_int8,test,0.4,1-of-5,5,5,0.889437,0.158685,0.993612,0.641988,0.273665,0.680184,0.532798,0.994893,0.693958,349,15.173913,6.726673,0.0
exp7c_int8_tflite,tflite_int8,test,0.4,1-of-7,5,5,0.889437,0.146976,0.996806,0.70504,0.256179,0.736735,0.533113,0.996936,0.694722,282,12.26087,5.435306,0.0
exp7c_int8_tflite,tflite_int8,test,0.4,2-of-3,5,5,0.889437,0.184909,0.55873,0.300149,0.277861,0.328239,0.527902,0.447395,0.484326,423,18.391304,8.15296,0.0
exp7c_int8_tflite,tflite_int8,test,0.4,2-of-4,5,5,0.889437,0.193273,0.723918,0.36824,0.305092,0.406877,0.515803,0.500511,0.508042,383,16.652174,7.381994,0.0
exp7c_int8_tflite,tflite_int8,test,0.4,3-of-5,5,5,0.889437,0.181474,0.535664,0.294441,0.271103,0.320645,0.546282,0.355465,0.430684,299,13.0,5.762967,0.0
exp7c_int8_tflite,tflite_int8,test,0.4,4-of-7,5,5,0.889437,0.181813,0.534244,0.292992,0.271298,0.319199,0.565714,0.312564,0.402656,228,9.913043,4.394503,0.0
exp7c_int8_tflite,tflite_int8,test,0.4,5-of-5,5,5,0.889437,0.155334,0.182399,0.120873,0.167782,0.127556,0.419664,0.094995,0.154922,242,10.521739,4.664341,1.0
exp7c_int8_tflite,tflite_int8,test,0.45,1-of-1,5,5,0.889437,0.399524,0.804649,0.147383,0.533938,0.218781,0.685091,0.955056,0.797856,433,18.826087,8.345701,0.0
exp7c_int8_tflite,tflite_int8,test,0.45,1-of-3,5,5,0.889437,0.237592,0.893542,0.349428,0.375373,0.408535,0.70977,0.960163,0.816195,303,13.173913,5.840063,0.0
exp7c_int8_tflite,tflite_int8,test,0.45,1-of-5,5,5,0.889437,0.203225,0.941448,0.449824,0.334289,0.503228,0.709114,0.968335,0.818695,233,10.130435,4.490874,0.0
exp7c_int8_tflite,tflite_int8,test,0.45,1-of-7,5,5,0.889437,0.186004,0.963982,0.514109,0.311838,0.562978,0.721003,0.972421,0.828048,178,7.73913,3.430796,0.0
exp7c_int8_tflite,tflite_int8,test,0.45,2-of-3,5,5,0.889437,0.235187,0.368346,0.145977,0.287077,0.170133,0.58665,0.265577,0.365632,322,14.0,6.206272,1.0
exp7c_int8_tflite,tflite_int8,test,0.45,2-of-4,5,5,0.889437,0.259619,0.544713,0.18931,0.351641,0.227917,0.615085,0.322778,0.42338,296,12.869565,5.705144,1.0
exp7c_int8_tflite,tflite_int8,test,0.45,3-of-5,5,5,0.889437,0.2253,0.326118,0.136658,0.266493,0.157238,0.586207,0.183861,0.279925,216,9.391304,4.163213,2.0
exp7c_int8_tflite,tflite_int8,test,0.45,4-of-7,5,5,0.889437,0.224142,0.312988,0.13203,0.261217,0.151687,0.60804,0.144025,0.232886,156,6.782609,3.006765,2.0
exp7c_int8_tflite,tflite_int8,test,0.45,5-of-5,5,5,0.889437,0.209287,0.110362,0.050814,0.144517,0.057283,0.366071,0.027579,0.051294,142,6.173913,2.736927,4.0
exp7c_int8_tflite,tflite_int8,test,0.5,1-of-1,5,5,0.889437,0.452825,0.607168,0.089411,0.51876,0.145655,0.744741,0.863126,0.799575,364,15.826087,7.015786,0.0
exp7c_int8_tflite,tflite_int8,test,0.5,1-of-3,5,5,0.889437,0.266684,0.725337,0.243064,0.389983,0.295453,0.776065,0.867211,0.819111,247,10.73913,4.760712,0.0
exp7c_int8_tflite,tflite_int8,test,0.5,1-of-5,5,5,0.889437,0.229754,0.815472,0.333168,0.358502,0.38556,0.769676,0.874362,0.818686,199,8.652174,3.835553,0.0
exp7c_int8_tflite,tflite_int8,test,0.5,1-of-7,5,5,0.889437,0.210227,0.864443,0.395766,0.338204,0.446678,0.778417,0.882533,0.827212,154,6.695652,2.968217,0.0
exp7c_int8_tflite,tflite_int8,test,0.5,2-of-3,5,5,0.889437,0.242677,0.211675,0.080503,0.226118,0.094752,0.571688,0.150153,0.237838,236,10.26087,4.548696,2.0
exp7c_int8_tflite,tflite_int8,test,0.5,2-of-4,5,5,0.889437,0.278331,0.337296,0.10658,0.30499,0.131642,0.663623,0.207354,0.315979,221,9.608696,4.259584,3.0
exp7c_int8_tflite,tflite_int8,test,0.5,3-of-5,5,5,0.889437,0.228979,0.176366,0.072372,0.199258,0.083669,0.527697,0.081716,0.141518,162,7.043478,3.12241,4.0
exp7c_int8_tflite,tflite_int8,test,0.5,4-of-7,5,5,0.889437,0.234089,0.170334,0.067918,0.197186,0.079043,0.56917,0.069459,0.123808,109,4.73913,2.100881,5.5
exp7c_int8_tflite,tflite_int8,test,0.5,5-of-5,5,5,0.889437,0.223596,0.077005,0.032586,0.114557,0.037411,0.445545,0.013279,0.025789,56,2.434783,1.079352,4.0
exp7c_int8_tflite,tflite_int8,test,0.55,1-of-1,5,5,0.889437,0.455665,0.426721,0.062123,0.440718,0.101729,0.754038,0.754852,0.754445,335,14.565217,6.456836,0.0
exp7c_int8_tflite,tflite_int8,test,0.55,1-of-3,5,5,0.889437,0.272932,0.536373,0.17413,0.361776,0.21348,0.781768,0.759959,0.770709,237,10.304348,4.56797,0.0
exp7c_int8_tflite,tflite_int8,test,0.55,1-of-5,5,5,0.889437,0.23286,0.624911,0.250892,0.33929,0.291521,0.779545,0.766088,0.772758,194,8.434783,3.739182,0.0
exp7c_int8_tflite,tflite_int8,test,0.55,1-of-7,5,5,0.889437,0.215013,0.689674,0.306852,0.327823,0.348438,0.787088,0.771195,0.77906,155,6.73913,2.987491,0.0
exp7c_int8_tflite,tflite_int8,test,0.55,2-of-3,5,5,0.889437,0.228497,0.124911,0.051398,0.161523,0.059384,0.516667,0.08478,0.145659,174,7.565217,3.3537,5.0
exp7c_int8_tflite,tflite_int8,test,0.55,2-of-4,5,5,0.889437,0.263222,0.192512,0.065669,0.222382,0.079448,0.653763,0.127681,0.213639,161,7.0,3.103136,3.0
exp7c_int8_tflite,tflite_int8,test,0.55,3-of-5,5,5,0.889437,0.224752,0.108588,0.045646,0.146429,0.052483,0.466667,0.039837,0.073407,104,4.521739,2.00451,7.0
exp7c_int8_tflite,tflite_int8,test,0.55,4-of-7,5,5,0.889437,0.22678,0.103974,0.043203,0.142579,0.049804,0.463768,0.032686,0.061069,74,3.217391,1.426286,7.5
exp7c_int8_tflite,tflite_int8,test,0.55,5-of-5,5,5,0.889437,0.193769,0.045245,0.022942,0.07336,0.025365,0.516129,0.009193,0.018064,30,1.304348,0.578224,7.0
exp7c_int8_tflite,tflite_int8,test,0.6,1-of-1,5,5,0.889437,0.468119,0.312633,0.043289,0.374894,0.072548,0.765571,0.653728,0.705243,271,11.782609,5.223291,0.0
exp7c_int8_tflite,tflite_int8,test,0.6,1-of-3,5,5,0.889437,0.273066,0.402768,0.130668,0.325471,0.160226,0.79106,0.656793,0.717701,201,8.73913,3.874101,0.0
exp7c_int8_tflite,tflite_int8,test,0.6,1-of-5,5,5,0.889437,0.228419,0.470901,0.19385,0.307621,0.223946,0.797724,0.6619,0.723493,160,6.956522,3.083862,0.0
exp7c_int8_tflite,tflite_int8,test,0.6,1-of-7,5,5,0.889437,0.209866,0.525373,0.241053,0.299924,0.271939,0.801527,0.670072,0.729928,130,5.652174,2.505638,0.0
exp7c_int8_tflite,tflite_int8,test,0.6,2-of-3,5,5,0.889437,0.21334,0.077182,0.034683,0.113355,0.0393,0.476793,0.054137,0.097233,124,5.391304,2.389993,7.0
exp7c_int8_tflite,tflite_int8,test,0.6,2-of-4,5,5,0.889437,0.248907,0.121185,0.044565,0.163007,0.052888,0.585366,0.085802,0.149666,136,5.913043,2.621283,4.0
exp7c_int8_tflite,tflite_int8,test,0.6,3-of-5,5,5,0.889437,0.202087,0.065295,0.031418,0.098699,0.035098,0.495798,0.02145,0.041122,60,2.608696,1.156448,11.0
exp7c_int8_tflite,tflite_int8,test,0.6,4-of-7,5,5,0.889437,0.199205,0.062278,0.03051,0.094891,0.033961,0.480519,0.015322,0.029697,40,1.73913,0.770965,11.0
exp7c_int8_tflite,tflite_int8,test,0.6,5-of-5,5,5,0.889437,0.180165,0.01934,0.010725,0.03493,0.011661,0.25,0.004086,0.00804,51,2.217391,0.982981,76.0
exp7c_int8_tflite,tflite_int8,test,0.65,1-of-1,5,5,0.889437,0.537587,0.21824,0.022877,0.310449,0.044099,0.744479,0.512768,0.607272,243,10.565217,4.683615,0.0
exp7c_int8_tflite,tflite_int8,test,0.65,1-of-3,5,5,0.889437,0.27433,0.281583,0.090773,0.277909,0.111501,0.773399,0.515832,0.618887,184,8.0,3.546441,0.0
exp7c_int8_tflite,tflite_int8,test,0.65,1-of-5,5,5,0.889437,0.224603,0.336586,0.141609,0.269422,0.162789,0.776957,0.52094,0.623698,151,6.565217,2.910395,0.0
exp7c_int8_tflite,tflite_int8,test,0.65,1-of-7,5,5,0.889437,0.204331,0.380057,0.180358,0.265773,0.202051,0.787671,0.526047,0.630808,124,5.391304,2.389993,0.0
exp7c_int8_tflite,tflite_int8,test,0.65,2-of-3,5,5,0.889437,0.220917,0.033357,0.014336,0.057962,0.016402,0.385621,0.026558,0.049693,94,4.086957,1.811769,12.0
exp7c_int8_tflite,tflite_int8,test,0.65,2-of-4,5,5,0.889437,0.25416,0.059617,0.02132,0.096579,0.02548,0.561644,0.059244,0.107182,96,4.173913,1.850317,5.5
exp7c_int8_tflite,tflite_int8,test,0.65,3-of-5,5,5,0.889437,0.201399,0.02555,0.012347,0.045347,0.013781,0.275,0.008172,0.015872,58,2.521739,1.1179,62.5
exp7c_int8_tflite,tflite_int8,test,0.65,4-of-7,5,5,0.889437,0.200308,0.023066,0.011222,0.041368,0.012509,0.254237,0.006129,0.011969,44,1.913043,0.848062,68.5
exp7c_int8_tflite,tflite_int8,test,0.65,5-of-5,5,5,0.889437,0.431818,0.006742,0.001081,0.013277,0.001696,0.375,0.002043,0.004064,15,0.652174,0.289112,115.0
