epoch,loss,val_auc,val_loss,val_valid_auc
0,0.6544224619865417,0.5070491421568627,1.4670546054840088,0.54316
1,0.3352288007736206,0.6039435049019608,2.1840975284576416,0.9868699999999999
2,0.24057485163211823,0.7266025735294117,0.852997362613678,1.0
3,0.19443145394325256,0.728773406862745,0.9499251246452332,1.0
4,0.1516837775707245,0.7211780637254901,1.0654765367507935,1.0
5,0.12624311447143555,0.7365359068627451,1.1104366779327393,1.0
6,0.1036430299282074,0.7168378676470588,1.3121460676193237,1.0
7,0.08693481236696243,0.7266150735294118,1.336397647857666,1.0
8,0.07303813844919205,0.7390008578431372,1.4457954168319702,1.0
9,0.06342948973178864,0.7391213235294117,1.4220393896102905,1.0
10,0.049406498670578,0.7366303921568628,1.5430259704589844,1.0
11,0.048628076910972595,0.7470289215686274,1.5950706005096436,1.0
12,0.052144281566143036,0.7008698529411765,1.6868658065795898,1.0
13,0.03723464161157608,0.715372181372549,1.8433253765106201,1.0
14,0.029394837096333504,0.750788112745098,1.7612740993499756,1.0
15,0.02761753648519516,0.7420617647058825,1.9006433486938477,1.0
16,0.029113568365573883,0.7307579656862745,2.005049467086792,1.0
17,0.026763534173369408,0.7415829656862746,1.9505926370620728,1.0
18,0.02243073098361492,0.7274509803921569,2.287355422973633,1.0
19,0.02231566421687603,0.6879670343137254,2.6769866943359375,1.0
20,0.017029674723744392,0.7238615196078432,2.3369600772857666,1.0
21,0.021102605387568474,0.7250268382352942,2.477714776992798,1.0
22,0.022251758724451065,0.7349922794117647,2.279085397720337,1.0
23,0.02527853660285473,0.7077573529411765,2.3915274143218994,1.0
24,0.008759506978094578,0.742172794117647,2.232825517654419,1.0
25,0.010161145590245724,0.7466116421568628,2.3310701847076416,1.0
26,0.004810406360775232,0.7162730392156862,2.7595016956329346,1.0
27,0.005853445269167423,0.7319194852941175,2.5813817977905273,1.0
28,0.017790038138628006,0.7383011029411765,2.8379735946655273,1.0
29,0.0164524894207716,0.750715318627451,2.1684656143188477,1.0
30,0.002671637339517474,0.7302757352941177,2.5824379920959473,1.0
31,0.00774812325835228,0.7395314950980392,2.488098621368408,1.0
32,0.005699020344763994,0.7254295343137254,2.7091076374053955,1.0
33,0.004214787390083075,0.7443110294117647,2.5548651218414307,1.0
34,0.011311807669699192,0.7207731617647057,2.929727792739868,1.0
