epoch,auc,learning_rate,loss,val_auc,val_loss
0,0.9828197956085205,0.009999999776482582,0.16176991164684296,0.8839511871337891,0.44740575551986694
1,0.9892380237579346,0.009999999776482582,0.1481831669807434,0.8053850531578064,0.5979294776916504
2,0.9919681549072266,0.009999999776482582,0.1432035267353058,0.7950007319450378,0.5759672522544861
3,0.9935165643692017,0.009999999776482582,0.14026951789855957,0.8873032927513123,0.43031829595565796
4,0.9942870140075684,0.009999999776482582,0.1383787840604782,0.6513658761978149,0.7342203855514526
5,0.9950199127197266,0.009999999776482582,0.13687747716903687,0.8779173493385315,0.4543357193470001
6,0.9954626560211182,0.009999999776482582,0.13592185080051422,0.7752167582511902,0.5840206146240234
7,0.9957360029220581,0.009999999776482582,0.1351466327905655,0.8066385388374329,0.5622255802154541
8,0.9960090517997742,0.009999999776482582,0.1344974786043167,0.7077578902244568,0.7068212628364563
9,0.9963169693946838,0.009999999776482582,0.13397519290447235,0.6362925171852112,0.7394859194755554
10,0.9964714646339417,0.009999999776482582,0.13354350626468658,0.8461228013038635,0.5124452710151672
11,0.996594250202179,0.009999999776482582,0.13318602740764618,0.7779393196105957,0.6117681860923767
12,0.9968286156654358,0.004999999888241291,0.13290485739707947,0.7788023352622986,0.6258127689361572
13,0.997023344039917,0.004999999888241291,0.13230766355991364,0.725102961063385,0.679155707359314
14,0.9971246123313904,0.004999999888241291,0.1321270912885666,0.7043094635009766,0.6769691109657288
15,0.9972338676452637,0.004999999888241291,0.1318608522415161,0.7069121599197388,0.7008876800537109
16,0.9973446130752563,0.004999999888241291,0.1316332221031189,0.7619644999504089,0.6348851919174194
17,0.9973693490028381,0.004999999888241291,0.13144269585609436,0.8379468321800232,0.5305140614509583
18,0.9974402785301208,0.004999999888241291,0.13131077587604523,0.8137578368186951,0.5736385583877563
