tag,format,split,theta,policy,global_auc,beat_precision,beat_recall,beat_far,beat_f1,alert_rate,event_precision,event_recall,event_f1,false_alarm_blocks,fp_per_record,fp_per_1000_beats,median_latency_beats
exp7c_int8_tflite,tflite_int8,test,0.5,5-of-5,0.889437,0.223596,0.077005,0.032586,0.114557,0.037411,0.305785,0.006505,0.012739,84,3.652174,1.619027,0.0
exp7c_int8_tflite,tflite_int8,test,0.55,1-of-1,0.889437,0.455665,0.426721,0.062123,0.440718,0.101729,0.632066,0.431584,0.512931,1152,50.086957,22.203805,0.0
exp7c_int8_tflite,tflite_int8,test,0.55,2-of-3,0.889437,0.228497,0.124911,0.051398,0.161523,0.059384,0.397548,0.05092,0.090276,344,14.956522,6.630303,0.0
exp7c_int8_tflite,tflite_int8,test,0.55,2-of-4,0.889437,0.263222,0.192512,0.065669,0.222382,0.079448,0.552567,0.120682,0.198099,366,15.913043,7.054334,0.0
exp7c_int8_tflite,tflite_int8,test,0.55,3-of-5,0.889437,0.224752,0.108588,0.045646,0.146429,0.052483,0.416938,0.030956,0.057632,179,7.782609,3.45007,0.0
exp7c_int8_tflite,tflite_int8,test,0.55,4-of-7,0.889437,0.22678,0.103974,0.043203,0.142579,0.049804,0.396476,0.024002,0.045263,137,5.956522,2.640557,0.0
exp7c_int8_tflite,tflite_int8,test,0.55,5-of-5,0.889437,0.193769,0.045245,0.022942,0.07336,0.025365,0.32381,0.004038,0.007976,71,3.086957,1.368464,2.5
exp7c_int8_tflite,tflite_int8,test,0.6,1-of-1,0.889437,0.468119,0.312633,0.043289,0.374894,0.072548,0.619415,0.321445,0.423246,937,40.73913,18.059865,0.0
exp7c_int8_tflite,tflite_int8,test,0.6,2-of-3,0.889437,0.21334,0.077182,0.034683,0.113355,0.0393,0.3675,0.026021,0.0486,253,11.0,4.876356,0.0
exp7c_int8_tflite,tflite_int8,test,0.6,2-of-4,0.889437,0.248907,0.121185,0.044565,0.163007,0.052888,0.52552,0.066622,0.118252,251,10.913043,4.837808,0.0
exp7c_int8_tflite,tflite_int8,test,0.6,3-of-5,0.889437,0.202087,0.065295,0.031418,0.098699,0.035098,0.386139,0.01301,0.025172,124,5.391304,2.389993,0.0
exp7c_int8_tflite,tflite_int8,test,0.6,4-of-7,0.889437,0.199205,0.062278,0.03051,0.094891,0.033961,0.419355,0.010094,0.019714,72,3.130435,1.387738,0.0
exp7c_int8_tflite,tflite_int8,test,0.6,5-of-5,0.889437,0.180165,0.01934,0.010725,0.03493,0.011661,0.180952,0.001795,0.003554,86,3.73913,1.657576,5.5
exp7c_int8_tflite,tflite_int8,test,0.65,1-of-1,0.889437,0.537587,0.21824,0.022877,0.310449,0.044099,0.60676,0.236429,0.340269,733,31.869565,14.127942,0.0
exp7c_int8_tflite,tflite_int8,test,0.65,2-of-3,0.889437,0.220917,0.033357,0.014336,0.057962,0.016402,0.262963,0.010767,0.020687,199,8.652174,3.835553,0.0
exp7c_int8_tflite,tflite_int8,test,0.65,2-of-4,0.889437,0.25416,0.059617,0.02132,0.096579,0.02548,0.455764,0.034096,0.063446,203,8.826087,3.91265,0.0
exp7c_int8_tflite,tflite_int8,test,0.65,3-of-5,0.889437,0.201399,0.02555,0.012347,0.045347,0.013781,0.223022,0.003589,0.007064,108,4.695652,2.081607,0.0
exp7c_int8_tflite,tflite_int8,test,0.65,4-of-7,0.889437,0.200308,0.023066,0.011222,0.041368,0.012509,0.217822,0.002692,0.005318,79,3.434783,1.522657,0.0
exp7c_int8_tflite,tflite_int8,test,0.65,5-of-5,0.889437,0.431818,0.006742,0.001081,0.013277,0.001696,0.375,0.000897,0.00179,15,0.652174,0.289112,26.0
