epoch,loss,val_auc,val_loss,val_valid_auc
0,0.6231294870376587,0.6460254901960785,0.7549919486045837,0.76953
1,0.3435612916946411,0.7305158088235293,0.8717516660690308,1.0
2,0.2598947286605835,0.7279254901960784,0.7178928256034851,1.0
3,0.22666548192501068,0.7145218137254902,0.7655028700828552,1.0
4,0.21210142970085144,0.7180737745098038,0.7732274532318115,1.0
