epoch,loss,val_auc,val_loss,val_valid_auc
0,1.8076447248458862,0.4767993872549019,2.9878787994384766,0.49778
1,1.0131360292434692,0.7752416666666667,2.4262821674346924,0.99864
2,0.7390472888946533,0.7951514705882352,1.698845624923706,1.0
3,0.6063764095306396,0.8100365196078432,1.7582296133041382,1.0
4,0.5098404288291931,0.7980633578431372,1.8837250471115112,1.0
5,0.43733343482017517,0.8038509803921567,2.1606974601745605,1.0
6,0.391819566488266,0.8164758578431373,2.089694023132324,1.0
7,0.36329448223114014,0.8232424019607842,2.065243721008301,1.0
8,0.32561495900154114,0.8080350490196079,2.076077938079834,1.0
9,0.3047417402267456,0.8007700980392157,2.1589787006378174,1.0
10,0.3008314073085785,0.8044019607843138,2.475712776184082,1.0
11,0.2744411826133728,0.7846144607843137,2.30430006980896,1.0
12,0.26294583082199097,0.7843747549019608,2.426560878753662,1.0
13,0.2539326250553131,0.7897754901960785,2.1775031089782715,1.0
14,0.23180508613586426,0.7825186274509803,2.774087905883789,1.0
15,0.23660396039485931,0.7834075980392157,2.367976665496826,1.0
16,0.22440789639949799,0.7904995098039216,2.485602617263794,1.0
17,0.22232550382614136,0.7766927696078432,2.410942316055298,1.0
18,0.2127864956855774,0.7642916666666667,2.468046188354492,1.0
19,0.20225897431373596,0.7695095588235294,2.545726776123047,1.0
20,0.19317638874053955,0.7527948529411765,2.853978157043457,1.0
21,0.184247687458992,0.7696658088235293,2.9489243030548096,1.0
22,0.19012337923049927,0.7573267156862745,2.5771751403808594,1.0
23,0.18567344546318054,0.7513167892156863,2.553410053253174,1.0
24,0.1724054366350174,0.7530844362745097,2.6942856311798096,1.0
25,0.1717105656862259,0.7465835784313726,2.9855947494506836,1.0
26,0.1689789593219757,0.7350354166666666,2.818126678466797,1.0
27,0.16663116216659546,0.7806257352941176,2.357238292694092,1.0
